word,pitches,label
grandfather,"[418670.15625, 363990.875, 0, 0, 0]",1
was,"[363990.875, 0, 0, 0, 0]",0
president,"[347790.9375, 379475.0625, 0, 0, 0]",1
of,"[379475.0625, 0, 0, 0, 0]",0
the,"[383981.53125, 0, 0, 0, 0]",0
Students',"[383981.53125, 385801.3125, 0, 0, 0]",1
Union,"[410590.21875, 0, 0, 0, 0]",1
at,"[380944.15625, 0, 0, 0, 0]",0
the,"[406450.53125, 0, 0, 0, 0]",0
University.,"[406450.53125, 392171.46875, 0, 0, 0]",1
There,"[457540.40625, 0, 0, 0, 0]",0
would,"[457540.40625, 0, 0, 0, 0]",0
be,"[473966.6875, 0, 0, 0, 0]",0
no,"[473966.6875, 0, 0, 0, 0]",0
waste,"[473966.6875, 0, 0, 0, 0]",1
of,"[459500.875, 0, 0, 0, 0]",0
time.,"[459500.875, 0, 0, 0, 0]",1
This,"[338378.03125, 408642.03125, 0, 0, 0]",0
was,"[408642.03125, 0, 0, 0, 0]",0
the,"[373943.65625, 0, 0, 0, 0]",0
centre,"[373943.65625, 0, 0, 0, 0]",1
of,"[394107.84375, 0, 0, 0, 0]",0
Karachi,"[430033.78125, 0, 0, 0, 0]",1
in,"[386055.5, 370151.96875, 0, 0, 0]",0
the,"[417258.15625, 0, 0, 0, 0]",0
colonial,"[417258.15625, 0, 0, 0, 0]",1
era,"[396933.28125, 369834.96875, 0, 0, 0]",1
and,"[369834.96875, 376551.8125, 381964.1875, 0, 0]",0
still,"[378148.21875, 378596.15625, 0, 0, 0]",0
is,"[378596.15625, 413549.6875, 0, 0, 0]",0
today.,"[413549.6875, 0, 0, 0, 0]",0
as,"[424937.6875, 0, 0, 0, 0]",0
to,"[368896.28125, 0, 0, 0, 0]",0
my,"[368896.28125, 0, 0, 0, 0]",0
heart.,"[392828.53125, 362654.5, 0, 0, 0]",1
I,"[364733.4375, 0, 0, 0, 0]",0
belong,"[353852.90625, 0, 0, 0, 0]",1
entirely,"[366441.15625, 355497.78125, 408998.96875, 0, 0]",1
to,"[408998.96875, 0, 0, 0, 0]",0
the,"[403248.25, 0, 0, 0, 0]",0
heart,"[403248.25, 0, 0, 0, 0]",1
of,"[427078.78125, 0, 0, 0, 0]",0
Jesus.,"[427078.78125, 406329.5625, 0, 0, 0]",1
The,"[368732.96875, 0, 0, 0, 0]",0
Ministry,"[368732.96875, 367388.34375, 0, 0, 0]",1
of,"[367388.34375, 0, 0, 0, 0]",0
Public,"[329373.6875, 0, 0, 0, 0]",1
Security,"[384417.90625, 427451.46875, 0, 0, 0]",1
is,"[360430.59375, 374257.28125, 0, 0, 0]",0
the,"[374257.28125, 0, 0, 0, 0]",0
principal,"[375481.96875, 385057.03125, 0, 0, 0]",1
police,"[385057.03125, 0, 0, 0, 0]",1
authority.,"[399847.75, 419197.59375, 0, 0, 0]",1
To,"[411198.03125, 0, 0, 0, 0]",0
" him,","[411198.03125, 0, 0, 0, 0]",0
we,"[380111.59375, 0, 0, 0, 0]",0
owe,"[374083.375, 0, 0, 0, 0]",0
the,"[374083.375, 0, 0, 0, 0]",0
well,"[374083.375, 0, 0, 0, 0]",0
-known,"[386471.8125, 0, 0, 0, 0]",0
" catch,","[422430.59375, 392598.34375, 0, 0, 0]",0
" Hark,","[478437.90625, 400614.90625, 0, 0, 0]",1
the,"[360901.90625, 0, 0, 0, 0]",0
Bonnie,"[360901.90625, 0, 0, 0, 0]",1
Christ,"[359000.125, 0, 0, 0, 0]",1
Church,"[340677.90625, 411250.9375, 0, 0, 0]",1
bells.,"[411250.9375, 0, 0, 0, 0]",1
I'll,"[416307.6875, 0, 0, 0, 0]",0
give,"[416307.6875, 0, 0, 0, 0]",0
you,"[379702.25, 0, 0, 0, 0]",0
a,"[379702.25, 0, 0, 0, 0]",0
thousand,"[379702.25, 0, 0, 0, 0]",1
if,"[414340.09375, 0, 0, 0, 0]",0
you,"[416421.96875, 0, 0, 0, 0]",0
produce,"[366988.375, 0, 0, 0, 0]",1
her.,"[366988.375, 0, 0, 0, 0]",1
Retorted,"[390939.84375, 380339.84375, 0, 0, 0]",1
Gregson.,"[380339.84375, 416699.65625, 0, 0, 0]",1
some,"[391409.25, 0, 0, 0, 0]",0
species,"[362197.9375, 388616.1875, 0, 0, 0]",1
are,"[388616.1875, 0, 0, 0, 0]",0
known,"[388616.1875, 0, 0, 0, 0]",1
to,"[411534.03125, 0, 0, 0, 0]",0
exhibit,"[411534.03125, 0, 0, 0, 0]",1
parental,"[391953.84375, 411739.40625, 0, 0, 0]",1
care,"[411739.40625, 366284.21875, 0, 0, 0]",1
of,"[366284.21875, 370313.40625, 0, 0, 0]",0
eggs,"[399234.71875, 0, 0, 0, 0]",1
and,"[399234.71875, 369115.75, 0, 0, 0]",0
nymphs.,"[338463.84375, 402399.09375, 0, 0, 0]",1
Some,"[351327.15625, 0, 0, 0, 0]",0
items,"[381517.34375, 386973.09375, 0, 0, 0]",1
can,"[386973.09375, 0, 0, 0, 0]",0
be,"[314448.5, 0, 0, 0, 0]",0
imbued,"[314448.5, 343238.21875, 0, 0, 0]",1
with,"[412561.21875, 0, 0, 0, 0]",0
better,"[412561.21875, 0, 0, 0, 0]",1
stats.,"[387127.5625, 414068.25, 0, 0, 0]",1
accommodation,"[437011.21875, 425777.6875, 0, 0, 0]",1
consisted,"[434818.90625, 433897.25, 0, 0, 0]",1
of,"[375120.8125, 0, 0, 0, 0]",0
workmen's,"[368285.15625, 363731.53125, 353872.15625, 0, 0]",1
" hearts,","[353872.15625, 0, 0, 0, 0]",1
for,"[398178.3125, 0, 0, 0, 0]",0
a,"[398178.3125, 0, 0, 0, 0]",0
man's,"[337605.90625, 398741.78125, 0, 0, 0]",0
heart,"[398741.78125, 0, 0, 0, 0]",1
and,"[388312.65625, 377285.25, 351906.0, 0, 0]",0
married,"[351906.0, 339760.40625, 0, 0, 0]",1
workmen's,"[372892.53125, 384197.78125, 361061.375, 0, 0]",1
hearts.,"[361061.375, 0, 0, 0, 0]",1
Water,"[441815.75, 0, 0, 0, 0]",0
aid,"[388242.96875, 0, 0, 0, 0]",1
has,"[366508.84375, 0, 0, 0, 0]",0
achieved,"[366508.84375, 0, 0, 0, 0]",1
many,"[390923.71875, 0, 0, 0, 0]",1
other,"[349437.40625, 0, 0, 0, 0]",0
significant,"[436424.96875, 379793.59375, 0, 0, 0]",1
milestones,"[379793.59375, 435483.125, 0, 0, 0]",1
since,"[387016.90625, 390411.3125, 0, 0, 0]",0
its,"[396549.78125, 0, 0, 0, 0]",0
inception.,"[396549.78125, 421392.40625, 0, 0, 0]",1
Martha,"[475147.34375, 0, 0, 0, 0]",1
" Curry,","[370454.34375, 0, 0, 0, 0]",1
David,"[382620.90625, 0, 0, 0, 0]",1
with,"[373347.625, 0, 0, 0, 0]",0
her,"[385852.0625, 0, 0, 0, 0]",0
teacher,"[385852.0625, 0, 0, 0, 0]",1
to,"[398270.40625, 0, 0, 0, 0]",0
get,"[408366.34375, 0, 0, 0, 0]",0
better,"[408366.34375, 0, 0, 0, 0]",1
grades.,"[427654.65625, 0, 0, 0, 0]",1
The,"[387417.59375, 0, 0, 0, 0]",0
Folk,"[387417.59375, 0, 0, 0, 0]",1
Arts,"[375018.0625, 0, 0, 0, 0]",1
Council,"[381056.40625, 402967.59375, 0, 0, 0]",1
of,"[402967.59375, 383154.78125, 0, 0, 0]",0
Winnipeg,"[383154.78125, 375142.46875, 0, 0, 0]",1
is,"[412258.0, 0, 0, 0, 0]",0
the,"[412258.0, 0, 0, 0, 0]",0
Organising,"[394336.625, 418721.59375, 0, 0, 0]",1
Body,"[418721.59375, 0, 0, 0, 0]",1
of,"[414806.15625, 0, 0, 0, 0]",0
Folk,"[432899.0, 0, 0, 0, 0]",1
Lorama.,"[432899.0, 0, 0, 0, 0]",1
He,"[450888.65625, 0, 0, 0, 0]",0
played,"[450888.65625, 0, 0, 0, 0]",1
two,"[398695.71875, 0, 0, 0, 0]",0
seasons,"[440407.78125, 0, 0, 0, 0]",1
with,"[397337.84375, 0, 0, 0, 0]",0
the,"[397337.84375, 0, 0, 0, 0]",0
Winnipeg,"[367601.40625, 387694.9375, 0, 0, 0]",1
"Victorious,","[387694.9375, 402254.03125, 0, 0, 0]",1
before,"[374545.65625, 340042.21875, 0, 0, 0]",0
retiring,"[425885.0625, 345612.78125, 0, 0, 0]",1
from,"[345612.78125, 0, 0, 0, 0]",0
competitive,"[389517.1875, 380849.09375, 0, 0, 0]",1
ice,"[412853.59375, 0, 0, 0, 0]",1
hockey.,"[388225.03125, 0, 0, 0, 0]",1
The,"[392489.0625, 373233.34375, 0, 0, 0]",0
universities,"[409721.90625, 401553.96875, 0, 0, 0]",1
are,"[371915.5625, 0, 0, 0, 0]",0
strongly,"[371915.5625, 391078.21875, 0, 0, 0]",0
focused,"[440463.78125, 427742.1875, 0, 0, 0]",1
on,"[427742.1875, 0, 0, 0, 0]",0
fields,"[427742.1875, 0, 0, 0, 0]",1
like,"[404728.46875, 392430.03125, 0, 0, 0]",0
computer,"[392430.03125, 0, 0, 0, 0]",1
"science,","[414597.84375, 418488.65625, 0, 0, 0]",1
engineering,"[389949.6875, 0, 0, 0, 0]",1
or,"[412808.59375, 0, 0, 0, 0]",0
business,"[425008.53125, 0, 0, 0, 0]",1
schools.,"[398113.59375, 387607.34375, 0, 0, 0]",1
Several,"[385846.78125, 359895.5, 0, 0, 0]",0
notable,"[359895.5, 375054.46875, 0, 0, 0]",0
naval,"[364907.34375, 395176.96875, 0, 0, 0]",1
engagements,"[395176.96875, 403868.5625, 0, 0, 0]",1
occurred,"[406478.40625, 405767.96875, 0, 0, 0]",1
off,"[405767.96875, 0, 0, 0, 0]",0
the,"[354849.46875, 0, 0, 0, 0]",0
Hallifax,"[354849.46875, 398271.59375, 0, 0, 0]",1
station.,"[394257.90625, 370810.53125, 0, 0, 0]",1
Merc,"[369471.59375, 0, 0, 0, 0]",1
Levy,"[382416.71875, 405559.3125, 0, 0, 0]",1
was,"[405559.3125, 383898.25, 0, 0, 0]",0
a,"[383898.25, 0, 0, 0, 0]",0
member,"[372502.4375, 0, 0, 0, 0]",1
of,"[372502.4375, 0, 0, 0, 0]",0
the,"[349246.9375, 0, 0, 0, 0]",0
Conservative,"[349246.9375, 407213.25, 0, 0, 0]",1
wing,"[407213.25, 0, 0, 0, 0]",1
of,"[379161.125, 0, 0, 0, 0]",0
the,"[418007.09375, 0, 0, 0, 0]",0
Socialist,"[418007.09375, 401514.03125, 0, 0, 0]",1
Party.,"[401514.03125, 387964.21875, 0, 0, 0]",1
Roll,"[420071.0625, 0, 0, 0, 0]",1
Ray,"[379614.375, 0, 0, 0, 0]",1
causes,"[379614.375, 362293.90625, 0, 0, 0]",1
incidents,"[358658.28125, 370870.15625, 0, 0, 0]",1
at,"[370870.15625, 401758.5625, 0, 0, 0]",0
the,"[401758.5625, 0, 0, 0, 0]",0
"fin,","[404329.46875, 0, 0, 0, 0]",0
which,"[395833.65625, 0, 0, 0, 0]",0
generates,"[395833.65625, 377999.09375, 0, 0, 0]",1
a,"[377999.09375, 0, 0, 0, 0]",0
corresponding,"[381146.84375, 395375.40625, 0, 0, 0]",1
side,"[395375.40625, 401140.84375, 0, 0, 0]",0
force.,"[401140.84375, 0, 0, 0, 0]",1
The,"[430134.53125, 0, 0, 0, 0]",0
mind,"[430134.53125, 0, 0, 0, 0]",0
is,"[420805.28125, 0, 0, 0, 0]",0
now,"[365763.53125, 0, 0, 0, 0]",0
closed.,"[365763.53125, 0, 0, 0, 0]",1
It,"[403729.4375, 0, 0, 0, 0]",0
is,"[403729.4375, 0, 0, 0, 0]",0
now,"[403729.4375, 0, 0, 0, 0]",0
primarily,"[405588.15625, 397324.34375, 0, 0, 0]",1
a,"[397324.34375, 0, 0, 0, 0]",0
centre,"[380394.09375, 0, 0, 0, 0]",1
for,"[373479.75, 0, 0, 0, 0]",0
agriculture.,"[373479.75, 414641.5, 0, 0, 0]",1
The,"[449021.53125, 0, 0, 0, 0]",0
county,"[449021.53125, 469126.4375, 0, 0, 0]",1
seat,"[510562.21875, 381659.3125, 0, 0, 0]",1
is,"[381659.3125, 346891.34375, 0, 0, 0]",0
standing.,"[424528.03125, 355352.53125, 0, 0, 0]",1
her,"[446791.5625, 0, 0, 0, 0]",0
memoir,"[446791.5625, 484409.78125, 0, 0, 0]",1
Chronicles,"[484409.78125, 413498.8125, 391476.15625, 0, 0]",1
that,"[382274.5625, 442774.90625, 423415.75, 0, 0]",0
inner,"[409497.5625, 0, 0, 0, 0]",1
struggles,"[409497.5625, 414325.96875, 0, 0, 0]",1
and,"[414325.96875, 0, 0, 0, 0]",0
problems,"[447378.34375, 409441.90625, 0, 0, 0]",1
the,"[409441.90625, 0, 0, 0, 0]",0
family,"[438090.28125, 0, 0, 0, 0]",1
faced,"[437986.9375, 0, 0, 0, 0]",1
at,"[437986.9375, 0, 0, 0, 0]",0
the,"[423915.84375, 0, 0, 0, 0]",0
time.,"[423915.84375, 0, 0, 0, 0]",1
He,"[414909.15625, 0, 0, 0, 0]",0
Lofting,"[398840.6875, 379521.15625, 0, 0, 0]",1
was,"[379521.15625, 428801.34375, 0, 0, 0]",0
educated,"[428801.34375, 385209.71875, 0, 0, 0]",1
at,"[383477.8125, 0, 0, 0, 0]",0
Mount,"[383477.8125, 0, 0, 0, 0]",1
St,"[379617.21875, 0, 0, 0, 0]",0
Mary's,"[353252.3125, 366144.65625, 0, 0, 0]",1
College,"[366144.65625, 0, 0, 0, 0]",1
in,"[354641.21875, 384021.40625, 0, 0, 0]",0
Spink,"[408224.84375, 381368.875, 0, 0, 0]",1
Hill,"[381368.875, 0, 0, 0, 0]",1
Derbyshire.,"[360214.65625, 381389.53125, 372464.71875, 0, 0]",1
This,"[392391.96875, 0, 0, 0, 0]",0
tally,"[392391.96875, 0, 0, 0, 0]",1
included,"[407708.40625, 0, 0, 0, 0]",0
a,"[387803.78125, 0, 0, 0, 0]",0
pair,"[426916.34375, 0, 0, 0, 0]",1
of,"[426916.34375, 0, 0, 0, 0]",0
old,"[380124.75, 0, 0, 0, 0]",1
traffic.,"[380124.75, 0, 0, 0, 0]",1
So,"[347407.90625, 0, 0, 0, 0]",0
where,"[407608.34375, 445774.9375, 0, 0, 0]",0
are,"[445774.9375, 0, 0, 0, 0]",0
the,"[465108.84375, 0, 0, 0, 0]",0
language,"[465108.84375, 381256.71875, 0, 0, 0]",1
borders?,"[365124.21875, 439770.34375, 0, 0, 0]",1
the,"[429120.96875, 0, 0, 0, 0]",0
Akron,"[429120.96875, 403701.96875, 0, 0, 0]",1
Pros.,"[403701.96875, 0, 0, 0, 0]",0
End,"[407502.28125, 0, 0, 0, 0]",1
of,"[407502.28125, 0, 0, 0, 0]",0
the,"[372141.78125, 0, 0, 0, 0]",0
season,"[372141.78125, 383303.09375, 0, 0, 0]",1
as,"[383303.09375, 397445.6875, 0, 0, 0]",0
the,"[397445.6875, 0, 0, 0, 0]",0
only,"[404528.96875, 379620.40625, 0, 0, 0]",0
undefeated,"[379620.40625, 422818.96875, 432565.9375, 0, 0]",1
team,"[432565.9375, 0, 0, 0, 0]",1
in,"[422030.03125, 0, 0, 0, 0]",0
the,"[427808.34375, 0, 0, 0, 0]",0
association.,"[427808.34375, 400973.71875, 341465.65625, 0, 0]",1
This,"[424876.59375, 0, 0, 0, 0]",0
by,"[412248.96875, 0, 0, 0, 0]",0
-election,"[412248.96875, 415719.90625, 0, 0, 0]",1
was,"[414489.46875, 387695.21875, 0, 0, 0]",0
called,"[387695.21875, 0, 0, 0, 0]",1
following,"[376713.40625, 363018.375, 0, 0, 0]",1
the,"[363018.375, 0, 0, 0, 0]",0
resignation,"[365624.25, 380555.875, 0, 0, 0]",1
of,"[380555.875, 0, 0, 0, 0]",0
Green,"[393409.875, 0, 0, 0, 0]",1
Party.,"[393409.875, 0, 0, 0, 0]",1
Councillor,"[351705.71875, 0, 0, 0, 0]",1
Barry,"[388984.9375, 419768.4375, 0, 0, 0]",1
Wood!,"[419768.4375, 0, 0, 0, 0]",1
The,"[429871.875, 0, 0, 0, 0]",0
airport,"[429871.875, 0, 0, 0, 0]",1
is,"[413137.0625, 0, 0, 0, 0]",0
the,"[403205.40625, 0, 0, 0, 0]",0
second,"[403205.40625, 0, 0, 0, 0]",1
largest,"[401299.5625, 0, 0, 0, 0]",1
cargo,"[374419.71875, 362028.34375, 0, 0, 0]",1
terminal,"[362028.34375, 393955.5, 0, 0, 0]",1
in,"[370918.375, 0, 0, 0, 0]",0
Brazil.,"[370918.375, 0, 0, 0, 0]",1
He,"[406781.65625, 0, 0, 0, 0]",0
never,"[406781.65625, 399555.15625, 0, 0, 0]",1
returned,"[399555.15625, 355226.0, 0, 0, 0]",1
to,"[362685.53125, 0, 0, 0, 0]",0
school.,"[410608.34375, 0, 0, 0, 0]",1
The,"[414846.65625, 0, 0, 0, 0]",0
interior,"[414846.65625, 395718.78125, 0, 0, 0]",1
of,"[395718.78125, 0, 0, 0, 0]",0
the,"[379438.46875, 0, 0, 0, 0]",0
ship,"[379438.46875, 0, 0, 0, 0]",1
was,"[389101.65625, 0, 0, 0, 0]",0
almost,"[393192.03125, 0, 0, 0, 0]",0
completely,"[405413.03125, 370526.03125, 0, 0, 0]",1
stripped,"[370526.03125, 436668.15625, 0, 0, 0]",1
during,"[431974.59375, 0, 0, 0, 0]",0
this,"[450651.21875, 0, 0, 0, 0]",0
time.,"[450651.21875, 0, 0, 0, 0]",1
The,"[352541.40625, 432239.03125, 0, 0, 0]",0
narrow,"[380612.75, 0, 0, 0, 0]",1
and,"[380612.75, 0, 0, 0, 0]",0
low,"[400257.59375, 0, 0, 0, 0]",1
-lying,"[405319.59375, 0, 0, 0, 0]",1
peninsula,"[406457.5, 437752.46875, 0, 0, 0]",1
of,"[437752.46875, 353825.78125, 0, 0, 0]",0
"Haven,","[359033.21875, 0, 0, 0, 0]",1
north,"[365807.53125, 0, 0, 0, 0]",1
east,"[354711.75, 356507.09375, 0, 0, 0]",1
of,"[356507.09375, 0, 0, 0, 0]",0
"Mogadishu,","[356507.09375, 384746.53125, 0, 0, 0]",1
was,"[398197.625, 0, 0, 0, 0]",0
especially,"[398197.625, 389648.28125, 0, 0, 0]",0
affected.,"[389648.28125, 365987.71875, 0, 0, 0]",1
The,"[389789.78125, 0, 0, 0, 0]",0
most,"[389789.78125, 0, 0, 0, 0]",0
significant,"[439551.84375, 355767.96875, 0, 0, 0]",0
of,"[355767.96875, 350077.28125, 0, 0, 0]",0
the,"[350077.28125, 0, 0, 0, 0]",0
inherited,"[383646.59375, 0, 0, 0, 0]",1
designs,"[376369.09375, 397072.375, 0, 0, 0]",1
was,"[397072.375, 421406.53125, 0, 0, 0]",0
the,"[394569.59375, 0, 0, 0, 0]",0
herald,"[394569.59375, 417877.34375, 0, 0, 0]",1
airliner.,"[417877.34375, 385795.59375, 0, 0, 0]",1
Here,"[395627.65625, 0, 0, 0, 0]",0
at,"[331698.34375, 358082.28125, 391119.25, 379495.34375, 0]",0
any,"[379495.34375, 0, 0, 0, 0]",0
"rate,","[394494.3125, 0, 0, 0, 0]",0
I,"[311155.21875, 0, 0, 0, 0]",0
could,"[375532.53125, 0, 0, 0, 0]",1
get,"[375532.53125, 0, 0, 0, 0]",1
early,"[402080.25, 0, 0, 0, 0]",1
news,"[419857.0, 0, 0, 0, 0]",1
of,"[372882.21875, 0, 0, 0, 0]",0
my,"[372882.21875, 0, 0, 0, 0]",0
enemies.,"[387993.125, 0, 0, 0, 0]",1
the,"[413005.15625, 0, 0, 0, 0]",0
Addo,"[413005.15625, 425338.34375, 0, 0, 0]",0
female,"[425338.34375, 412460.3125, 0, 0, 0]",1
knight.,"[407920.40625, 363501.28125, 0, 0, 0]",1
His,"[382073.46875, 0, 0, 0, 0]",0
reddish,"[361157.71875, 332930.21875, 0, 0, 0]",1
brown,"[332930.21875, 0, 0, 0, 0]",1
in,"[391171.8125, 0, 0, 0, 0]",0
"color,","[391171.8125, 0, 0, 0, 0]",1
while,"[383480.75, 0, 0, 0, 0]",0
the,"[356396.96875, 0, 0, 0, 0]",0
male,"[356396.96875, 0, 0, 0, 0]",1
is,"[393430.875, 424200.03125, 0, 0, 0]",0
white.,"[407331.375, 0, 0, 0, 0]",1
He,"[415992.5, 0, 0, 0, 0]",0
moved,"[415992.5, 0, 0, 0, 0]",1
away,"[419788.625, 0, 0, 0, 0]",1
as,"[463022.21875, 418057.8125, 0, 0, 0]",0
quietly,"[418057.8125, 379850.5, 0, 0, 0]",0
as,"[379850.5, 0, 0, 0, 0]",0
he,"[374026.15625, 0, 0, 0, 0]",0
had,"[374026.15625, 0, 0, 0, 0]",0
come.,"[374026.15625, 0, 0, 0, 0]",1
It,"[379012.625, 0, 0, 0, 0]",0
was,"[379012.625, 0, 0, 0, 0]",0
destroyed,"[409154.21875, 406798.46875, 0, 0, 0]",1
by,"[406798.46875, 374176.28125, 0, 0, 0]",0
a,"[405309.15625, 0, 0, 0, 0]",0
neutron,"[405309.15625, 378910.375, 0, 0, 0]",1
bomb,"[378910.375, 375750.875, 0, 0, 0]",1
blowing,"[390495.96875, 343309.90625, 0, 0, 0]",1
up,"[343309.90625, 0, 0, 0, 0]",0
over,"[368397.3125, 371680.53125, 0, 0, 0]",0
the,"[366267.65625, 0, 0, 0, 0]",0
building.,"[366267.65625, 395046.28125, 0, 0, 0]",1
The,"[405417.53125, 0, 0, 0, 0]",0
music,"[405417.53125, 0, 0, 0, 0]",1
video,"[387225.46875, 0, 0, 0, 0]",1
features,"[394504.34375, 395981.78125, 0, 0, 0]",1
clips,"[395981.78125, 390455.21875, 0, 0, 0]",1
of,"[390455.21875, 379625.65625, 0, 0, 0]",0
the,"[401295.53125, 0, 0, 0, 0]",0
band's,"[401295.53125, 385743.96875, 0, 0, 0]",1
past,"[385743.96875, 0, 0, 0, 0]",1
music,"[383493.4375, 0, 0, 0, 0]",1
"videos,","[363069.5625, 0, 0, 0, 0]",1
concerts,"[434113.5, 0, 0, 0, 0]",1
and,"[397834.1875, 387267.84375, 0, 0, 0]",0
tours.,"[387267.84375, 0, 0, 0, 0]",1
It,"[391254.40625, 0, 0, 0, 0]",0
enjoyed,"[391254.40625, 0, 0, 0, 0]",1
moderate,"[421867.59375, 0, 0, 0, 0]",0
"success,","[392807.5, 384303.0, 0, 0, 0]",1
entering,"[396442.28125, 0, 0, 0, 0]",1
the,"[399556.0625, 0, 0, 0, 0]",0
top,"[399556.0625, 0, 0, 0, 0]",1
40,"[365647.375, 365166.5, 0, 0, 0]",1
on,"[365166.5, 0, 0, 0, 0]",0
various,"[414214.8125, 0, 0, 0, 0]",0
record,"[435139.78125, 0, 0, 0, 0]",1
charts.,"[408155.375, 339625.09375, 0, 0, 0]",1
It,"[386748.78125, 0, 0, 0, 0]",0
should,"[386748.78125, 0, 0, 0, 0]",0
however,"[420878.9375, 394103.25, 0, 0, 0]",0
be,"[394103.25, 0, 0, 0, 0]",0
noted,"[383698.59375, 0, 0, 0, 0]",1
that,"[411221.15625, 376629.78125, 411383.375, 0, 0]",0
Portuguese,"[411383.375, 392918.21875, 0, 0, 0]",1
is,"[393065.21875, 392443.15625, 0, 0, 0]",0
sparsely,"[392443.15625, 380012.78125, 0, 0, 0]",1
used,"[364108.15625, 388617.21875, 0, 0, 0]",1
throughout,"[388617.21875, 402562.65625, 0, 0, 0]",1
the,"[419617.28125, 0, 0, 0, 0]",0
country.,"[386581.90625, 393705.96875, 0, 0, 0]",1
The,"[401761.03125, 0, 0, 0, 0]",0
sum,"[401761.03125, 0, 0, 0, 0]",1
of,"[411610.59375, 405047.0625, 0, 0, 0]",0
the,"[405047.0625, 0, 0, 0, 0]",0
Thunderbolt,"[401071.125, 387659.15625, 0, 0, 0]",1
products,"[387659.15625, 443624.78125, 0, 0, 0]",1
is,"[443624.78125, 407234.21875, 0, 0, 0]",0
the,"[361143.71875, 0, 0, 0, 0]",0
first.,"[361143.71875, 0, 0, 0, 0]",1
She,"[397249.53125, 0, 0, 0, 0]",0
sank,"[437119.03125, 428508.6875, 0, 0, 0]",1
instantly.,"[428508.6875, 382604.3125, 387166.9375, 404365.0625, 0]",0
There,"[361264.53125, 376340.28125, 0, 0, 0]",0
were,"[376340.28125, 0, 0, 0, 0]",0
no,"[376340.28125, 0, 0, 0, 0]",0
survivors.,"[378083.8125, 377800.1875, 419066.03125, 0, 0]",1
Like,"[378380.5625, 0, 0, 0, 0]",0
catch,"[378380.5625, 430108.46875, 0, 0, 0]",0
one,"[362090.21875, 0, 0, 0, 0]",0
"languages,","[362090.21875, 389918.59375, 0, 0, 0]",1
a,"[373633.625, 0, 0, 0, 0]",0
-marin,"[373633.625, 366594.09375, 0, 0, 0]",1
languages,"[366594.09375, 341589.59375, 0, 0, 0]",1
are,"[341589.59375, 0, 0, 0, 0]",0
highly,"[334121.375, 401401.65625, 0, 0, 0]",1
a,"[401401.65625, 471131.03125, 0, 0, 0]",0
glutinative.,"[471131.03125, 402207.6875, 0, 0, 0]",1
They,"[362516.03125, 0, 0, 0, 0]",0
divorced.,"[391380.46875, 392099.375, 0, 0, 0]",1
Eight,"[421026.9375, 419602.96875, 0, 0, 0]",1
years,"[419602.96875, 0, 0, 0, 0]",1
later.,"[419602.96875, 400101.03125, 0, 0, 0]",1
Little,"[378337.53125, 0, 0, 0, 0]",1
Else,"[403052.28125, 0, 0, 0, 0]",1
is,"[366942.46875, 0, 0, 0, 0]",0
known,"[394259.53125, 0, 0, 0, 0]",1
about,"[394259.53125, 0, 0, 0, 0]",0
them.,"[377841.15625, 0, 0, 0, 0]",1
Because,"[431073.6875, 0, 0, 0, 0]",0
of,"[396210.96875, 0, 0, 0, 0]",0
"this,","[396210.96875, 0, 0, 0, 0]",0
she,"[370801.46875, 0, 0, 0, 0]",0
met,"[401631.09375, 0, 0, 0, 0]",0
many,"[386586.84375, 408138.09375, 0, 0, 0]",1
aspiring,"[408138.09375, 391389.5, 0, 0, 0]",1
novelists,"[391389.5, 358843.09375, 0, 0, 0]",1
and,"[393574.65625, 416449.25, 0, 0, 0]",0
decided,"[416449.25, 358292.9375, 0, 0, 0]",1
to,"[358292.9375, 0, 0, 0, 0]",0
try,"[420824.40625, 0, 0, 0, 0]",1
it,"[420824.40625, 0, 0, 0, 0]",0
herself.,"[399904.21875, 0, 0, 0, 0]",1
During,"[394565.96875, 0, 0, 0, 0]",0
his,"[436443.8125, 0, 0, 0, 0]",0
"term,","[436443.8125, 350914.5, 0, 0, 0]",1
he,"[369902.40625, 0, 0, 0, 0]",0
faced,"[369902.40625, 0, 0, 0, 0]",1
several,"[364772.59375, 447624.15625, 0, 0, 0]",1
financial,"[447624.15625, 439200.375, 0, 0, 0]",1
problems,"[348575.90625, 368352.0, 0, 0, 0]",1
caused,"[415201.40625, 375273.0625, 395849.3125, 0, 0]",1
by,"[395849.3125, 0, 0, 0, 0]",1
the,"[369531.65625, 0, 0, 0, 0]",0
great,"[369531.65625, 329069.09375, 0, 0, 0]",1
depression.,"[329069.09375, 385087.375, 0, 0, 0]",1
Similar,"[411574.03125, 406052.625, 0, 0, 0]",1
to,"[406052.625, 0, 0, 0, 0]",0
the,"[388474.90625, 0, 0, 0, 0]",0
Tinow,"[388474.90625, 0, 0, 0, 0]",1
sign,"[418900.25, 0, 0, 0, 0]",1
digital,"[412848.4375, 377465.90625, 0, 0, 0]",0
palpitation,"[377465.90625, 365115.0625, 383285.65625, 0, 0]",1
of,"[362963.5, 342783.3125, 374278.46875, 371234.0625, 0]",0
the,"[371234.0625, 0, 0, 0, 0]",0
Iskull,"[371234.0625, 401941.71875, 0, 0, 0]",1
spine,"[357553.1875, 390951.34375, 0, 0, 0]",1
